Reading,Screener,Group
2.038282917721325,0.5546548281299514,English-Only Household
-1.2181202349925369,-0.6935259840449728,English-Only Household
-0.7613127713180191,-0.7688100019510015,English-Only Household
-0.3687964875436722,-0.13319719919786654,English-Only Household
-0.5038775873544521,-1.274852015325095,English-Only Household
-0.049447081568983364,-1.6830839999860094,English-Only Household
-1.0609342389178051,-0.9198967622575516,English-Only Household
-1.3245571653340575,-0.9150632723931005,English-Only Household
0.34159134681873593,-1.2786435728839964,English-Only Household
-0.9676020977892108,0.07880987453624538,English-Only Household
-2.2249319421047162,-1.0057949856541133,English-Only Household
-0.4092939412444316,-0.6319551272926853,English-Only Household
-1.4834717657745888,-0.5001702980354069,English-Only Household
-0.8597111294307042,-0.9559081088124316,English-Only Household
-0.1851701179538177,-0.1051779845011033,English-Only Household
0.23245461390458833,0.7747702552142582,English-Only Household
1.509842475270496,1.4378630317106154,English-Only Household
-1.0543503151756781,-0.3290663460805745,English-Only Household
1.669226786489821,1.2035116901872769,English-Only Household
-0.4489533763840653,-1.6221975176759411,English-Only Household
0.5249876002938307,0.6495535512984518,English-Only Household
1.3629732389038405,3.1968006076282403,English-Only Household
-0.2135672659433044,0.15138599032268726,English-Only Household
-0.69061876718451,-0.5072581961280159,English-Only Household
1.000711619724247,-1.014315420301862,English-Only Household
1.8423288920137693,1.3366164102313514,English-Only Household
-1.4433501404427682,-0.5934532988230057,English-Only Household
1.3901452005551964,1.056698443174577,English-Only Household
1.2559288235969939,1.1224689785467208,English-Only Household
0.3421914251566252,0.25970941254516416,English-Only Household
0.26308784117126,-0.25075755691994656,English-Only Household
0.46970359342246665,-1.2844708415464712,English-Only Household
-0.7622188851872309,0.10656094175788333,English-Only Household
0.8987974741736862,0.2608927928959495,English-Only Household
2.5284209753464255,1.1749921268719983,English-Only Household
0.17008745561932295,-0.44449487795268006,English-Only Household
-1.2491755449105129,-1.238585937647764,English-Only Household
-0.5951199109771861,-0.6992625217415391,English-Only Household
0.2498810552684509,0.21211162968851194,English-Only Household
-0.6244953572170664,0.057322770065736994,English-Only Household
0.16569942526973358,-0.4837397701130711,English-Only Household
-0.12172747404601222,-0.18236717524924892,English-Only Household
-0.6634523566139396,-1.791395885363217,English-Only Household
-0.24796490380351394,-0.06291503752698085,English-Only Household
0.15028785705735526,1.370653841812735,English-Only Household
0.11370832867271063,1.1342120721163007,English-Only Household
0.09893039418901906,0.8849347773985972,English-Only Household
-0.7223693025066036,0.0019404434556748451,English-Only Household
-0.5749044546060736,0.23217109872178046,English-Only Household
-1.687531940950663,-0.44930449089725977,English-Only Household
0.4665158632262455,-0.5616092490771752,English-Only Household
-1.131887796652445,1.588396281302675,English-Only Household
1.3879522084775913,1.6637689814078092,English-Only Household
-0.28477762375863935,2.0763389938798973,English-Only Household
-1.4086865667905981,0.5221599531308723,English-Only Household
-0.14062507472983693,0.7766527815391797,English-Only Household
-0.6961237420799027,-1.333524828447877,English-Only Household
0.5406163936268703,1.0303620127348818,English-Only Household
0.9109909168555663,0.8294154807423599,English-Only Household
1.9350728662304917,1.8592967624555845,English-Only Household
-0.8943698278453693,1.6358920687541199,English-Only Household
-0.5975565459349906,-0.2516456756542764,English-Only Household
0.043037160420143716,0.07501558997656028,English-Only Household
-0.49205972272644327,-0.4067998601663819,English-Only Household
0.10029941152847122,-1.577890603640453,English-Only Household
0.5235344459472543,-0.22481494111413358,English-Only Household
-0.09013489439758193,-1.5131520096917959,English-Only Household
-0.1535008900642004,0.45436005776054167,English-Only Household
0.29987157197425973,0.33511495721302265,English-Only Household
0.4592416504333874,-0.5524501170729281,English-Only Household
-0.8650595995416734,0.5145610982656377,English-Only Household
-1.01853899574785,-0.1425522736356567,English-Only Household
-1.207117949120974,-0.7780940257664684,English-Only Household
0.473382426697833,1.045845452241081,English-Only Household
0.5267636626965929,-0.48676035993291183,English-Only Household
0.9092594832159542,0.5775300521114233,English-Only Household
-1.312463932778879,-0.9133858425673976,English-Only Household
0.642286345738814,-0.33992270479947484,English-Only Household
-0.6103491535346238,1.8145456515326237,English-Only Household
-0.6162642792790771,0.569259668126054,English-Only Household
-0.674705067201578,0.33233234779968446,English-Only Household
-0.7235366989421929,-0.67518043232167535,English-Only Household
2.4746974549325005,1.2070546357437038,English-Only Household
0.1722750580996128,1.1702627550754363,English-Only Household
0.9935021407384657,2.269740874651411,English-Only Household
-0.07051566495885117,0.21373070474758768,English-Only Household
-0.34280942914186163,-0.7866898621495636,English-Only Household
-1.6217186513141817,-1.0853334334364386,English-Only Household
-0.7806673111068292,-0.35722265911901757,English-Only Household
0.5554081943991667,-0.15058770633834323,English-Only Household
1.1794301473514537,0.6339142727035822,English-Only Household
0.12782980487639395,0.32430338178808094,English-Only Household
-1.4920584259773035,-0.604386448925845,English-Only Household
-0.4127752496620637,1.609007806550145,English-Only Household
-0.9773160992793948,-1.9744741887589587,English-Only Household
-0.0712790371121389,-0.583177360230433,English-Only Household
-0.8876910471621697,0.3222013893986511,English-Only Household
-1.7908046018719426,-1.69432387709274,English-Only Household
0.5396449496499689,1.10620398097091,English-Only Household
-0.16363270948454828,-0.950593872437751,English-Only Household
-0.14990014883789307,-0.4476427762586045,English-Only Household
1.1025171125711075,1.3931993085183383,English-Only Household
0.9891310372486676,0.1497867728455201,English-Only Household
-0.6395221184326976,0.4455536021237736,English-Only Household
1.0269568051187823,-0.10791000766117359,English-Only Household
-0.01860954587955893,0.7328486679305717,English-Only Household
1.413454035916924,1.5611540067056284,English-Only Household
0.8348357505981252,-0.34130262662938593,English-Only Household
-0.31013973387675303,1.2157877343883738,English-Only Household
0.2314778762398199,0.3902419972542213,English-Only Household
-0.16148782901746433,-0.5133353897616235,English-Only Household
-0.17131281949710747,0.34593982384853766,English-Only Household
1.5514963026328834,1.3799792367718786,English-Only Household
-0.6569391847839631,-0.9093682495161216,English-Only Household
0.4146034830285139,-0.19679257590718546,English-Only Household
0.9588557520318697,1.4777976494770029,English-Only Household
0.26863825609233616,-0.6883412155435896,English-Only Household
-1.0079681451225497,-0.8763803067897269,English-Only Household
-0.6989067093126422,-0.857009505020772,English-Only Household
-0.1960939354601825,-0.50178651106053,English-Only Household
-1.0608932371022135,-0.45489265430349896,English-Only Household
-0.42132619755791706,-0.04491972112086556,English-Only Household
-0.25805150226656914,-0.48328500541021013,English-Only Household
-0.39859723294874005,0.07114601131976664,English-Only Household
1.1032141312713275,-0.37505004685790383,English-Only Household
0.9892081433350026,0.1281695651916699,English-Only Household
1.4630086589919093,1.539057039531551,English-Only Household
-0.7407793394818419,0.6178963962865299,English-Only Household
0.2323221626508526,-0.8062580463298766,English-Only Household
2.0356936438144895,0.5957213790752487,English-Only Household
1.4858064365487398,1.5629906751253995,English-Only Household
0.0338566130599809,0.043500673020170286,English-Only Household
0.3369224832185855,-0.9319979862548973,English-Only Household
-1.6298635433632922,-1.6298502683797447,English-Only Household
1.3871918116074204,1.1373511145423514,English-Only Household
-0.8267410395763003,-0.6715719679081779,English-Only Household
-0.526320380692963,-1.4839276183894747,English-Only Household
2.9832466570152927,2.461607286107864,English-Only Household
0.5134512209112068,-0.09303232378366105,English-Only Household
-0.5422489699252229,0.48275415948481193,English-Only Household
-2.2137394723123496,-2.673803393912629,English-Only Household
0.07623668961163262,-0.2547475210282603,English-Only Household
1.695156826083728,0.050821819903098975,English-Only Household
0.3507586772887776,0.38959254568943574,English-Only Household
1.0949041638017014,0.5371073327901088,English-Only Household
1.3792058911174006,2.169402148791031,English-Only Household
0.6007804676804132,1.4905844206461742,English-Only Household
-0.2844442599114779,-0.6256121793995535,English-Only Household
1.2995852045676708,-0.0399094066022162,English-Only Household
-0.018816970079886364,-0.33612085080681775,English-Only Household
-0.4798354451944605,-0.48269484332833273,English-Only Household
-2.137275550432687,-2.9712608335324164,English-Only Household
-0.40691185347437714,-1.0056513784300256,English-Only Household
0.22732474156373889,0.6453046061524674,English-Only Household
1.2935599326880567,2.584734575949315,English-Only Household
1.014865994961974,-0.11919624016207464,English-Only Household
0.8019543449617772,0.3075113956295157,English-Only Household
0.14335817380018012,-1.8712183638353306,English-Only Household
-0.20743367247280162,0.49839925984306355,English-Only Household
-2.1409361768406883,-1.5767281568011045,English-Only Household
0.024593276477512915,0.8434068477616403,English-Only Household
0.6134697029498433,0.632948179826671,English-Only Household
0.4068392454757996,-0.07498186466310108,English-Only Household
1.5358874019304212,-0.28237718203456474,English-Only Household
-0.005387861590794241,0.5629398354978818,English-Only Household
0.1354960875865857,1.2248603409655239,English-Only Household
1.3626424141882636,1.9332567172286106,English-Only Household
1.2788625949996593,0.7109925479667185,English-Only Household
0.37067311118924484,-0.3122420476793303,English-Only Household
-0.9511818205224087,-1.0424050936705327,English-Only Household
0.40316804380509347,0.3446765236977695,English-Only Household
-0.5464796689076044,-0.16948288924445568,English-Only Household
0.7796253907636126,1.8920162903401916,English-Only Household
-1.935668990380101,-0.9391647910984726,English-Only Household
-0.5292823068912956,-0.2144371016150218,English-Only Household
0.8667865786008113,-0.11187505093020916,English-Only Household
0.2453633498627753,-0.5167979181528468,English-Only Household
-0.015945634831248445,-1.0683704438632358,English-Only Household
-0.7428027247009306,0.19770110519215106,English-Only Household
1.2972650734776674,-0.17111666257224678,English-Only Household
1.2475765693334324,0.3537557502259318,English-Only Household
0.5023300822960979,0.6786941771874757,English-Only Household
1.6495000737220042,2.4174308842348733,English-Only Household
0.8799939672789231,1.2192223077906956,English-Only Household
-0.05181111029765817,0.5664819185357569,English-Only Household
-0.44125380717883467,-0.7389788162658478,English-Only Household
2.9251110350321827,2.2968055794735864,English-Only Household
1.374333392564398,-0.16253570617068636,English-Only Household
-0.5882116665390332,-0.6359377797602958,English-Only Household
-0.42813808093587646,0.7617452609635472,English-Only Household
-0.37262723385232993,-0.20766514320924828,English-Only Household
-0.8737578672981425,0.38235202277107083,English-Only Household
-1.0316619961383735,-0.6382395452872927,English-Only Household
0.008054638973907846,0.20096466842072624,English-Only Household
0.6609300041817929,-0.08999881271599669,English-Only Household
-1.0411680099220273,-0.8863979381655791,English-Only Household
-2.451178250830943,-3.3324601098207136,English-Only Household
-0.7220841961014498,0.2661505568397018,English-Only Household
0.4767057784148123,-0.4239026782971058,English-Only Household
0.8024410842467673,0.26062816067840106,English-Only Household
-0.5000066724396625,0.6057908771666002,English-Only Household
0.6684662938746236,0.07104413048962743,English-Only Household
-1.4823306492732078,-0.48142391564457376,English-Only Household
0.7134371220181183,0.558751853319967,English-Only Household
0.8106863543628848,0.4753009002069916,English-Only Household
0.3872987337003552,0.06286838386705573,English-Only Household
0.8205683160731204,1.607398006613332,English-Only Household
1.033141174276575,-0.30960597704906534,English-Only Household
0.9028517232160018,-0.42994254067221926,English-Only Household
0.003869713890404719,0.4756217986053911,English-Only Household
-0.1689765162839717,0.9505816936507664,English-Only Household
0.01689352719593662,1.8795137665979107,English-Only Household
0.035156103493215574,0.7737466688354182,English-Only Household
0.22135037443188926,0.9650153753761392,English-Only Household
-1.5184717210042091,-0.5143350906410187,English-Only Household
-0.015981526206440222,-0.646784580763851,English-Only Household
1.3975531415225317,1.2445303812582225,English-Only Household
-1.154754008972437,-1.0346315782801243,English-Only Household
0.25500349223710256,0.20664327341205097,English-Only Household
-0.31088767041890525,1.0353787136408765,English-Only Household
0.3239924183967584,1.421577629792068,English-Only Household
-0.9736068417399308,0.349517162802714,English-Only Household
-0.3976002443756406,0.6813580569062345,English-Only Household
-2.0727740526899696,-1.081432499675578,English-Only Household
0.9733938869865295,-0.3676948644040429,English-Only Household
-0.8689493498639707,-0.3234384241509822,English-Only Household
0.6009916911936795,-1.0278957508716533,English-Only Household
-1.0971718872522525,-1.0275672430585665,English-Only Household
0.13042059824678678,0.5581726388854499,English-Only Household
0.927231180092025,0.2651825074378163,English-Only Household
-0.9184451360154121,0.37353524504093005,English-Only Household
1.4875077068888758,1.7771713323000702,English-Only Household
0.7590122362326078,0.44052083219827,English-Only Household
0.601559546846908,1.0954059887283492,English-Only Household
1.6321645497892279,2.0339189902333894,English-Only Household
-1.132777973651216,-0.031969459413074275,English-Only Household
0.2916207987062877,1.1548813308943218,English-Only Household
0.1840179412866877,1.5808311131820165,English-Only Household
0.13585023036873764,-0.14688888599601382,English-Only Household
0.6956073752622385,-0.12486916668835951,English-Only Household
-1.6014116501874747,-0.20859039433568094,English-Only Household
0.599178259083651,0.24188301894081488,English-Only Household
-0.8247048590472325,-0.4292289903393539,English-Only Household
0.3784126862266374,1.0771474679620434,English-Only Household
-0.06404168166854207,-1.3874898319664875,English-Only Household
0.055766849770310045,0.5155887446272942,English-Only Household
-0.3882033544552591,-1.126102403118614,English-Only Household
0.16744187347853978,-0.6070764133971827,English-Only Household
-2.5427652150133557,-0.2350734316305736,English-Only Household
0.8318838082922693,-0.6021340256951246,English-Only Household
1.2982800627051745,0.46453466264448917,English-Only Household
0.8947222086922939,-0.5669190740629333,English-Only Household
-2.091940167102296,-1.0675867009588957,English-Only Household
-0.1644837802557353,-0.9455606421142497,English-Only Household
1.5517009780387425,1.4107188654767555,English-Only Household
1.3898068371499157,1.8476714574186963,English-Only Household
-1.5808320148260657,-0.5211376566433619,English-Only Household
-1.0715378431682279,0.4155591117207836,English-Only Household
0.9602961927503066,-0.32771175885007214,English-Only Household
0.25333502522163226,0.31758897902041244,English-Only Household
-1.2343878989506174,0.19692929777183266,English-Only Household
-1.3402098054114815,-0.36506697783335373,English-Only Household
-0.3973077365555814,0.07633612254186942,English-Only Household
0.7064845047710884,1.0999153455114565,English-Only Household
-0.9602322606764389,1.0024968343104237,English-Only Household
-1.1227988513823814,-0.03821812326182805,English-Only Household
-0.1902528170108611,-0.7119992202678014,English-Only Household
1.4988273269762658,1.3890839739376883,English-Only Household
0.09919582432974766,-0.8987418412722581,English-Only Household
0.7922756862342474,0.5729364071237447,English-Only Household
1.4660710796136724,1.1666193412408292,English-Only Household
0.9704502881314541,-0.17679838103068762,English-Only Household
-0.733201114060198,-0.021197901200022906,English-Only Household
-0.4040394393700366,0.33248235504418244,English-Only Household
-1.2402854770195793,0.35966829868438494,English-Only Household
0.6618134515896124,1.5343936935715043,English-Only Household
-0.3180280475955425,0.05049849706441378,English-Only Household
0.5031284585012021,2.269566109962755,English-Only Household
-0.07695747350979415,-0.9276855713931043,English-Only Household
-0.8327952786501087,-0.3248032508112731,English-Only Household
0.3256859473392268,-0.06964335741677397,English-Only Household
0.8096387962639597,-0.7663688273105163,English-Only Household
0.3367174341212664,-1.2391077543742497,English-Only Household
-1.3253117811867707,-1.5035768319376708,English-Only Household
-0.18539679425330222,0.2391812436671096,English-Only Household
-0.8019205148383751,-0.4799308533332237,English-Only Household
1.0275136808417262,0.9091196708627538,English-Only Household
-0.9062557003300619,-0.7979598504055964,English-Only Household
1.0246375756684614,0.9904759903666986,English-Only Household
-0.1901463042635328,-0.9708971414814918,English-Only Household
0.6180706557948932,-0.09488427443318675,English-Only Household
0.6591635131068151,0.9484847935562081,English-Only Household
-1.2045890625779592,0.2766345245018954,English-Only Household
0.46739498266555,0.5244148512466702,English-Only Household
-1.0862535724613984,0.92888148526326475,English-Only Household
-0.5932550007580295,-1.4374756225154812,English-Only Household
-0.395040425966077,-0.08809266965990739,English-Only Household
1.366443348968759,1.5311248713785823,English-Only Household
-0.08430139390010082,-0.29874809448990103,English-Only Household
-1.1123859306230592,-0.3505078117028645,English-Only Household
0.5191771515132995,-0.6158162959851265,English-Only Household
0.36185713917929707,0.22871812629543128,English-Only Household
0.8439861365320143,0.8649504866301752,English-Only Household
0.6383022048832465,1.4080754353377543,English-Only Household
0.44735615691761016,-0.26753622409524563,English-Only Household
2.310163762904965,-0.22690823154222506,English-Only Household
-1.1630978063811765,-0.2040519502262917,English-Only Household
-2.5326445795182124,-1.6613484981193813,English-Only Household
-0.8931850231717166,0.049412060496515586,English-Only Household
-0.36774645200504585,-0.5550439008789168,English-Only Household
-0.9383227863651729,-3.2047286321202093,English-Only Household
0.3580222713055928,0.6481577959005003,English-Only Household
-1.3849226609607355,-0.017136931697519397,English-Only Household
0.019193319410712617,-0.42357098324349546,English-Only Household
-1.0841734009087842,-1.7549227332411736,English-Only Household
0.5067596448287989,0.4726814229342984,English-Only Household
1.6228285058347354,1.7603012315180877,English-Only Household
-0.6602970172726093,-0.9104550690854212,English-Only Household
-0.43104184076364505,0.22969033950804874,English-Only Household
1.1881917562604796,2.297772149282145,English-Only Household
1.1838882999591058,0.48657313789369705,English-Only Household
1.5925585848812744,1.8296261446475537,English-Only Household
-0.031131720037114376,0.0217687525699233,English-Only Household
0.3735679296081375,-0.6459389853251132,English-Only Household
-1.0842716450277605,0.17261482187705895,English-Only Household
1.0993107537048536,1.4669327019706833,English-Only Household
-1.656778965268375,-0.6433989278397235,English-Only Household
0.5178688697023738,0.03187151090740514,English-Only Household
0.05369904267120325,-0.1365561538922549,English-Only Household
2.1209594883892127,1.9072575833381427,English-Only Household
-0.8071823324633913,-0.28050146736378073,English-Only Household
-1.4565070913433107,-1.243389664995221,English-Only Household
-0.4039779662111392,0.8201223264889297,English-Only Household
0.10918943820012597,-0.18011518187170353,English-Only Household
-0.6584985527714206,-0.8425740012814212,English-Only Household
0.4716718183350778,-0.23502232542999296,English-Only Household
-0.11188805246387731,-0.3809855980304353,English-Only Household
-0.4287479805154367,-0.7854523892371338,English-Only Household
-0.36136309392554133,1.257285645145695,English-Only Household
0.20229989749760413,-0.7955954776751434,English-Only Household
-2.10488767754069,-1.1776247849368937,English-Only Household
-2.896627984949502,-1.846950967131673,English-Only Household
-0.131352741037987,-0.9072242216061989,English-Only Household
1.6299761443606005,0.9713524118439505,English-Only Household
0.9143070287642667,0.5849843852683756,English-Only Household
0.805781943401618,1.3677719783440374,English-Only Household
1.0653577408610104,0.6922014257102339,English-Only Household
0.7725775535748105,-0.2077216955315408,English-Only Household
-1.861730081288073,-0.8341855042504485,English-Only Household
0.1345859619984554,0.2331484525807121,English-Only Household
1.954185276649076,0.9030231918156714,English-Only Household
-3.4123360707348924,-2.662727064638295,English-Only Household
-0.6220711270800816,-0.7756543305792762,English-Only Household
0.9211204240777837,1.0510282795311356,English-Only Household
0.6876279952484291,0.25821984974686885,English-Only Household
0.3167449179358393,1.0953667199178507,English-Only Household
0.7354909101610094,0.08219354389959943,English-Only Household
0.575642737129126,0.38825124298252867,English-Only Household
-0.46344984080545587,0.48964425449671417,English-Only Household
-1.480416316980179,-0.15904928947753805,English-Only Household
-0.7877193553471791,-1.406874195676062,English-Only Household
-0.11856755883607817,0.18323977541269032,English-Only Household
0.22175910924760583,-0.9755700270043393,English-Only Household
-0.575896163018597,-1.0329358000749567,English-Only Household
0.027235609545922135,0.7195061204676967,English-Only Household
0.7058948477126308,-0.43140455777863557,English-Only Household
1.2806402337309413,1.3369600537690554,English-Only Household
-1.0577530871040035,-0.9484515696605466,English-Only Household
-0.7428033781188523,-0.18344410320142007,English-Only Household
0.30896687528764016,-0.4430363026801361,English-Only Household
-1.0068319888783304,-1.5114994672398696,English-Only Household
-0.7265249621364585,0.21722762238596516,English-Only Household
-0.43178299953831756,-0.8350321158146645,English-Only Household
-2.0050694669499043,-1.836743971188683,English-Only Household
-0.7156787816840704,0.2079354331500532,English-Only Household
-0.2296250355094603,-0.7257522953232957,English-Only Household
0.9602440167327316,1.066546233930481,English-Only Household
-0.49830808639863566,-0.5822832532673113,English-Only Household
1.075926137893281,-0.07861907710196908,English-Only Household
0.3047436359571942,-0.04960059971629316,English-Only Household
-1.8579473366554997,-0.3546154785918124,English-Only Household
-0.2767295118496386,0.9460185965607937,English-Only Household
-0.09427562041834418,-0.09549700641399629,English-Only Household
0.9010173363003823,-0.6039566240500732,English-Only Household
0.23349152022046693,0.9436370017454411,English-Only Household
0.590135886705605,-0.38627281792929574,English-Only Household
1.556711493120374,1.2789074236240119,English-Only Household
0.5404851849583006,-0.3337769066661035,English-Only Household
-1.0831363307321782,-1.1600853457137172,English-Only Household
0.6787392493842206,0.6483488119192466,English-Only Household
-0.7374704450428753,-1.450122467704275,English-Only Household
-1.9364549489467053,-1.4961672272497137,English-Only Household
-0.25989383935715765,-1.1889644208937782,English-Only Household
-0.8638900736571681,-0.4682290502308669,English-Only Household
-0.17952139550212715,-0.9072182363984531,English-Only Household
1.2931221647598778,1.5811367258155318,English-Only Household
1.354143842746335,1.5717053939346308,English-Only Household
1.353368302388764,-0.054497062328602186,English-Only Household
-1.0235248630883131,-1.2551803245201045,English-Only Household
0.4834067060971686,-0.44200088898203593,English-Only Household
0.763073320838334,0.10831563285732648,English-Only Household
-0.314626939225179,0.06950468954662443,English-Only Household
0.4996206197029077,-0.1923929608228001,English-Only Household
-1.089539008604337,-0.6005597261512802,English-Only Household
-0.9589760707879185,-1.3443891559632588,English-Only Household
0.8941094551526221,1.62417845544139,English-Only Household
-0.12268819936213737,0.6009790058019607,English-Only Household
-1.0048025404780105,0.2742386287267172,English-Only Household
-1.301495377937312,1.8833582250241625,English-Only Household
1.7403132426830448,1.9491648838727875,English-Only Household
0.03650457449983269,0.6122537983461643,English-Only Household
0.819087716661996,1.7057096667914862,English-Only Household
0.5788027540137154,1.8675348856934941,English-Only Household
-0.8505586353680832,0.12217980034391024,English-Only Household
1.2644480596925058,0.09962805706038869,English-Only Household
-0.6194752246842158,-0.5454282211579783,English-Only Household
-1.7480967979381188,-0.8880588007231587,English-Only Household
-1.6729657445085797,-0.4766393810900186,English-Only Household
0.005168618375648276,-0.2712078973717742,English-Only Household
1.5570153335397512,1.6576676665033054,English-Only Household
0.9887945978589535,-0.8013070636512304,English-Only Household
-0.2743145568201867,-1.1618456698454653,English-Only Household
-0.6475614890757135,1.059668753222957,English-Only Household
1.07873104833436,0.16984493458099575,English-Only Household
-1.6610255730422976,-0.6559017207228623,English-Only Household
-0.7014816154949394,-1.1851877140429443,English-Only Household
-1.6947284761459647,-1.77852458988298,English-Only Household
-1.106121349202138,-1.1649376808068743,English-Only Household
-0.5235756054374869,-1.0639232000476269,English-Only Household
0.31442658228602244,-0.8366213735724541,English-Only Household
0.7969991790209116,1.7254537466717954,English-Only Household
1.2218923567155902,0.3677577598386565,English-Only Household
0.3261270699270239,0.1621842380243232,English-Only Household
-0.42275725757702387,-0.5908818119467335,English-Only Household
-0.5021660189323356,0.43024166271212627,English-Only Household
0.7086377250914047,0.27096083955216865,English-Only Household
-0.6905735668446814,-0.21106864918331178,English-Only Household
0.9234892905018547,0.9710329516045327,English-Only Household
1.0957845269235822,0.8674000944364195,English-Only Household
-1.3208859525573002,-0.7658209657715198,English-Only Household
0.02008312313379723,-1.3561986931464816,English-Only Household
1.0795069653185116,1.0791729057443629,English-Only Household
-1.3659638991679721,-1.6522267775392325,English-Only Household
0.2084075293499775,0.542392355321895,English-Only Household
0.6747524433020359,-0.2570571603529409,English-Only Household
2.6658778470482973,3.0511240151774004,English-Only Household
-2.057648321051327,-2.825352318811301,English-Only Household
-0.6782534663087745,-0.8258077874356917,English-Only Household
0.3933663436166609,0.8123727938922193,English-Only Household
1.3723301601766975,1.6227961535474513,English-Only Household
1.1054206220224674,0.39665729741426065,English-Only Household
-0.15738298332358291,-2.397760151729564,English-Only Household
1.5428160122831804,2.4631233271312563,English-Only Household
-1.7583579801037776,-1.3851354052209446,English-Only Household
-1.2245302957553914,-0.7664934103291664,English-Only Household
-0.33392577597534456,0.2567538991854983,English-Only Household
1.1481619551221587,2.8330889393968786,English-Only Household
0.3534904629071932,0.5522361830319816,English-Only Household
0.5414697823391652,0.765102394867083,English-Only Household
1.4779058253081667,1.6133733524725178,English-Only Household
1.0853678886893667,0.6762600729357818,English-Only Household
-1.0645665910428068,-1.1263111251770375,English-Only Household
0.7686876994072676,0.5009091557999521,English-Only Household
0.10664526838994753,-0.3020239307152065,English-Only Household
1.283794981746826,1.9050309633060918,English-Only Household
-0.281059849994836,-0.15442723188749113,English-Only Household
-0.9630510708498582,-1.768721017693017,English-Only Household
0.48119236954169947,0.39862770107450024,English-Only Household
0.9646051366530564,-0.33044970936882406,English-Only Household
0.3171864717021353,-0.3487174408993884,English-Only Household
-1.1447389797619882,-0.7452756937607438,English-Only Household
-1.1152180676220076,-0.38547810891602896,English-Only Household
-0.3445925494775925,0.32200698120780663,English-Only Household
0.732014370487053,1.1250135131912766,English-Only Household
-0.5957783523571212,-0.05618342621558731,English-Only Household
-1.6235245913094083,0.06462838429912443,English-Only Household
-2.1223059820263597,-2.7151194498611693,English-Only Household
0.2622113398891168,0.6219296460093199,English-Only Household
-0.4547507189130674,1.2192003318929627,English-Only Household
1.8480852834695818,0.4938665235117563,English-Only Household
1.2705926474252667,1.353160578450597,English-Only Household
-0.16501562997466945,-0.09089084108811335,English-Only Household
1.353038881698755,0.9698130875202575,English-Only Household
0.6411574022993386,-0.6388076569979625,English-Only Household
-0.7679983451389247,-0.44200078278006383,English-Only Household
-0.7781901476506323,-0.7391100514852817,English-Only Household
0.29885013079483513,-0.9194772385545199,English-Only Household
0.6516836770800242,-0.24475607860616658,English-Only Household
-0.10887648381365891,0.059859362890976486,English-Only Household
-0.26214940748272864,0.6214905234172092,English-Only Household
0.3977431336813915,-0.04186366342442899,English-Only Household
0.4297963323286298,0.8485178571759366,English-Only Household
0.25993000811523426,-0.7486124232094329,English-Only Household
1.6214417608000689,1.3039567054133891,English-Only Household
0.2682842646955575,0.5146863621080893,English-Only Household
-1.125592546535886,-1.009469290150503,English-Only Household
0.51093544323322,-1.0058216577543195,English-Only Household
0.41356627575429483,0.5092733797948927,English-Only Household
-1.2379293378771803,0.50261120583013,English-Only Household
0.6531362502029807,-0.03599034418571756,English-Only Household
-0.3683669551744641,1.1454378943448351,English-Only Household
0.9162029232089728,1.415528841873561,English-Only Household
