teacher_id,district_id,id_order,u_0j,b_00,b_11,intervention,pi_0j,e,satisfaction
64,3,6,-19.87826339139489,100,10,Mentoring,80.12173660860512,-7.267819908698259,82.85391669990686
65,3,7,-19.87826339139489,100,10,Mentoring,80.12173660860512,11.244143114682577,101.36587972328769
66,3,8,-19.87826339139489,100,10,Mentoring,80.12173660860512,-24.912882515725464,65.20885409287965
67,3,9,-19.87826339139489,100,10,Mentoring,80.12173660860512,24.45207848131997,114.57381508992509
68,3,10,-19.87826339139489,100,10,Mentoring,80.12173660860512,-15.560977032684258,74.56075957592086
69,3,11,-19.87826339139489,100,10,Mentoring,80.12173660860512,29.076699674222766,119.19843628282788
70,3,12,-19.87826339139489,100,10,Mentoring,80.12173660860512,-19.683273133489017,70.4384634751161
71,3,13,-19.87826339139489,100,10,Mentoring,80.12173660860512,12.160550672824106,102.28228728142922
72,3,14,-19.87826339139489,100,10,Mentoring,80.12173660860512,12.216834617500693,102.33857122610581
73,3,15,-19.87826339139489,100,10,Mentoring,80.12173660860512,1.6692480430816865,91.7909846516868
74,3,16,-19.87826339139489,100,10,Mentoring,80.12173660860512,15.841582113438882,105.963318722044
75,3,17,-19.87826339139489,100,10,Mentoring,80.12173660860512,6.7593993105845325,96.88113591918965
76,3,18,-19.87826339139489,100,10,Mentoring,80.12173660860512,27.7311345919829,117.85287120058803
77,3,19,-19.87826339139489,100,10,Mentoring,80.12173660860512,-8.338941085279263,81.78279552332586
78,3,20,-19.87826339139489,100,10,Mentoring,80.12173660860512,-0.3191009367880735,89.80263567181704
79,4,1,4.101311401938529,100,10,Mentoring,104.10131140193853,-18.680683538899682,95.42062786303885
80,4,2,4.101311401938529,100,10,Mentoring,104.10131140193853,-32.38544866710602,81.71586273483251
81,4,3,4.101311401938529,100,10,Mentoring,104.10131140193853,-22.50836677462934,91.5929446273092
82,4,4,4.101311401938529,100,10,Mentoring,104.10131140193853,-11.523937818196332,102.5773735837422
83,4,5,4.101311401938529,100,10,Mentoring,104.10131140193853,-19.711766059575673,94.38954534236285
84,4,6,4.101311401938529,100,10,Mentoring,104.10131140193853,-7.408197829248537,106.69311357269
85,4,7,4.101311401938529,100,10,Mentoring,104.10131140193853,-18.193613361691128,95.9076980402474
86,4,8,4.101311401938529,100,10,Mentoring,104.10131140193853,9.726963099488733,123.82827450142726
87,4,9,4.101311401938529,100,10,Mentoring,104.10131140193853,12.459856781837281,126.5611681837758
88,4,10,4.101311401938529,100,10,Mentoring,104.10131140193853,8.460587956292322,122.56189935823085
89,4,11,4.101311401938529,100,10,Mentoring,104.10131140193853,-3.3052404525493015,110.79607094938923
90,4,12,4.101311401938529,100,10,Mentoring,104.10131140193853,-8.268855987646164,105.83245541429237
91,4,13,4.101311401938529,100,10,Mentoring,104.10131140193853,7.7799401380287545,121.88125153996728
92,4,14,4.101311401938529,100,10,Mentoring,104.10131140193853,12.952639418828603,127.05395082076714
93,4,15,4.101311401938529,100,10,Mentoring,104.10131140193853,-1.343019571191035,112.7582918307475
94,5,1,58.1298905422769,100,10,Mentoring,158.12989054227688,4.233758897354112,172.363649439631
95,5,2,58.1298905422769,100,10,Mentoring,158.12989054227688,-4.618151033623089,163.5117395086538
96,5,3,58.1298905422769,100,10,Mentoring,158.12989054227688,11.253473021690143,179.38336356396704
97,5,4,58.1298905422769,100,10,Mentoring,158.12989054227688,-31.402248432688374,136.72764210958852
98,5,5,58.1298905422769,100,10,Mentoring,158.12989054227688,10.235313991245242,178.36520453352213
99,5,6,58.1298905422769,100,10,Mentoring,158.12989054227688,19.626523236374283,187.75641377865117
100,5,7,58.1298905422769,100,10,Mentoring,158.12989054227688,-2.570574995256456,165.55931554702042
101,6,1,24.69964527719952,100,10,Seminar,124.69964527719952,-11.570263525828885,113.12938175137063
102,6,2,24.69964527719952,100,10,Seminar,124.69964527719952,-16.24800802032395,108.45163725687557
103,6,3,24.69964527719952,100,10,Seminar,124.69964527719952,-9.02826012348495,115.67138515371457
104,6,4,24.69964527719952,100,10,Seminar,124.69964527719952,23.0076386307681,147.70728390796762
105,6,5,24.69964527719952,100,10,Seminar,124.69964527719952,-12.480253754685304,112.21939152251421
106,6,6,24.69964527719952,100,10,Seminar,124.69964527719952,-12.018798569914143,112.68084670728538
107,6,7,24.69964527719952,100,10,Seminar,124.69964527719952,-1.858967072978392,122.84067820422113
108,6,8,24.69964527719952,100,10,Seminar,124.69964527719952,6.098086581861555,130.7977318590611
109,6,9,24.69964527719952,100,10,Seminar,124.69964527719952,11.52939848505992,136.22904376225944
110,6,10,24.69964527719952,100,10,Seminar,124.69964527719952,-36.479303488797825,88.2203417884017
111,6,11,24.69964527719952,100,10,Seminar,124.69964527719952,37.45247465480341,162.15211993200293
112,6,12,24.69964527719952,100,10,Seminar,124.69964527719952,-9.026164000243435,115.67348127695608
113,6,13,24.69964527719952,100,10,Seminar,124.69964527719952,-27.066446807901908,97.63319846929761
114,6,14,24.69964527719952,100,10,Seminar,124.69964527719952,1.0847323589600537,125.78437763615958
115,6,15,24.69964527719952,100,10,Seminar,124.69964527719952,2.938045833271662,127.63769111047118
116,6,16,24.69964527719952,100,10,Seminar,124.69964527719952,-6.931278616364931,117.76836666083459
117,6,17,24.69964527719952,100,10,Seminar,124.69964527719952,8.836788498000963,133.5364337752005
118,6,18,24.69964527719952,100,10,Seminar,124.69964527719952,-11.554962041868299,113.14468323533123
119,6,19,24.69964527719952,100,10,Seminar,124.69964527719952,12.199021283743363,136.8986665609429
120,6,20,24.69964527719952,100,10,Seminar,124.69964527719952,-9.099949460037308,115.59969581716221
121,6,21,24.69964527719952,100,10,Seminar,124.69964527719952,-0.616221654926559,124.08342362227296
122,6,22,24.69964527719952,100,10,Seminar,124.69964527719952,-6.351583352200219,118.3480619249993
123,6,23,24.69964527719952,100,10,Seminar,124.69964527719952,-17.537016049241082,107.16262922795843
124,6,24,24.69964527719952,100,10,Seminar,124.69964527719952,44.50683663621552,169.20648191341505
125,6,25,24.69964527719952,100,10,Seminar,124.69964527719952,22.591659211433317,147.29130448863285
126,6,26,24.69964527719952,100,10,Seminar,124.69964527719952,-7.150812674289831,117.5488326029097
127,6,27,24.69964527719952,100,10,Seminar,124.69964527719952,-10.41593845760519,114.28370681959433
128,6,28,24.69964527719952,100,10,Seminar,124.69964527719952,-11.99504413092629,112.70460114627323
129,6,29,24.69964527719952,100,10,Seminar,124.69964527719952,7.7493078832601645,132.4489531604597
130,6,30,24.69964527719952,100,10,Seminar,124.69964527719952,-14.647992857418638,110.05165241978088
131,6,31,24.69964527719952,100,10,Seminar,124.69964527719952,-1.6889207739032008,123.01072450329632
132,6,32,24.69964527719952,100,10,Seminar,124.69964527719952,2.4879953667810675,127.18764064398059
133,6,33,24.69964527719952,100,10,Seminar,124.69964527719952,11.353403728567715,136.05304900576724
134,7,1,7.000520931350126,100,10,Seminar,107.00052093135012,4.0259801858375415,111.02650111718766
135,7,2,7.000520931350126,100,10,Seminar,107.00052093135012,1.252111100500961,108.25263203185108
136,7,3,7.000520931350126,100,10,Seminar,107.00052093135012,5.91586756603788,112.916388497388
137,7,4,7.000520931350126,100,10,Seminar,107.00052093135012,5.486402092875159,112.48692302422528
138,7,5,7.000520931350126,100,10,Seminar,107.00052093135012,-6.545987636020414,100.45453329532971
139,7,6,7.000520931350126,100,10,Seminar,107.00052093135012,15.27096297780202,122.27148390915214
140,7,7,7.000520931350126,100,10,Seminar,107.00052093135012,2.5167480075122746,109.5172689388624
141,7,8,7.000520931350126,100,10,Seminar,107.00052093135012,7.0352539682609825,114.03577489961111
142,7,9,7.000520931350126,100,10,Seminar,107.00052093135012,2.4459787918533094,109.44649972320343
143,7,10,7.000520931350126,100,10,Seminar,107.00052093135012,-1.1185375342476134,105.88198339710252
144,7,11,7.000520931350126,100,10,Seminar,107.00052093135012,11.322052470839163,118.32257340218929
145,7,12,7.000520931350126,100,10,Seminar,107.00052093135012,-17.551618751670347,89.44890217967978
146,7,13,7.000520931350126,100,10,Seminar,107.00052093135012,-2.388785422569929,104.6117355087802
147,7,14,7.000520931350126,100,10,Seminar,107.00052093135012,-4.477916063849917,102.5226048675002
148,7,15,7.000520931350126,100,10,Seminar,107.00052093135012,2.345694012124876,109.346214943475
149,7,16,7.000520931350126,100,10,Seminar,107.00052093135012,3.5052008857200248,110.50572181707015
150,7,17,7.000520931350126,100,10,Seminar,107.00052093135012,-6.277566225712561,100.72295470563756
151,7,18,7.000520931350126,100,10,Seminar,107.00052093135012,-4.818767486848416,102.18175344450171
152,7,19,7.000520931350126,100,10,Seminar,107.00052093135012,1.6570454479109002,108.65756637926103
153,7,20,7.000520931350126,100,10,Seminar,107.00052093135012,11.46914873881595,118.46966967016607
154,7,21,7.000520931350126,100,10,Seminar,107.00052093135012,-13.562475799543405,93.43804513180672
155,7,22,7.000520931350126,100,10,Seminar,107.00052093135012,-36.94655120569129,70.05396972565883
156,7,23,7.000520931350126,100,10,Seminar,107.00052093135012,36.7597237299288,143.76024466127893
157,7,24,7.000520931350126,100,10,Seminar,107.00052093135012,1.3744934673253304,108.37501439867546
158,7,25,7.000520931350126,100,10,Seminar,107.00052093135012,-8.154352772638942,98.84616815871118
159,8,1,-1.626003478730984,100,10,Mentoring,98.37399652126902,13.84569370769767,122.2196902289667
160,8,2,-1.626003478730984,100,10,Mentoring,98.37399652126902,-4.675750590245012,103.698245931024
161,8,3,-1.626003478730984,100,10,Mentoring,98.37399652126902,-26.928572610192465,81.44542391107656
162,8,4,-1.626003478730984,100,10,Mentoring,98.37399652126902,-6.730918213057632,101.64307830821139
163,8,5,-1.626003478730984,100,10,Mentoring,98.37399652126902,-10.365369475200522,98.0086270460685
164,8,6,-1.626003478730984,100,10,Mentoring,98.37399652126902,-29.258684846841895,79.11531167442712
165,8,7,-1.626003478730984,100,10,Mentoring,98.37399652126902,-4.781727239659665,103.59226928160936
166,8,8,-1.626003478730984,100,10,Mentoring,98.37399652126902,1.399809329541705,109.77380585081073
167,8,9,-1.626003478730984,100,10,Mentoring,98.37399652126902,1.2745682944869776,109.648564815756
168,8,10,-1.626003478730984,100,10,Mentoring,98.37399652126902,-3.9815442824102116,104.39245223885881
169,8,11,-1.626003478730984,100,10,Mentoring,98.37399652126902,4.8241060469121795,113.1981025681812
170,9,1,-7.163723217087908,100,10,Seminar,92.8362767829121,6.355107494944574,99.19138427785667
171,9,2,-7.163723217087908,100,10,Seminar,92.8362767829121,-15.596460468107056,77.23981631480504
172,9,3,-7.163723217087908,100,10,Seminar,92.8362767829121,-18.16666849932303,74.66960828358907
173,9,4,-7.163723217087908,100,10,Seminar,92.8362767829121,12.958690077519824,105.79496686043191
174,9,5,-7.163723217087908,100,10,Seminar,92.8362767829121,-29.016782633522492,63.8194941493896
175,9,6,-7.163723217087908,100,10,Seminar,92.8362767829121,-17.534322298448192,75.3019544844639
176,9,7,-7.163723217087908,100,10,Seminar,92.8362767829121,8.24459594025292,101.08087272316502
177,9,8,-7.163723217087908,100,10,Seminar,92.8362767829121,15.83901295920462,108.67528974211672
178,9,9,-7.163723217087908,100,10,Seminar,92.8362767829121,-13.847136083369818,78.98914069954228
179,9,10,-7.163723217087908,100,10,Seminar,92.8362767829121,-15.532557047694077,77.30371973521801
180,9,11,-7.163723217087908,100,10,Seminar,92.8362767829121,-8.969017009339401,83.8672597735727
181,9,12,-7.163723217087908,100,10,Seminar,92.8362767829121,37.61817860672911,130.4544553896412
182,9,13,-7.163723217087908,100,10,Seminar,92.8362767829121,-2.790838956135683,90.0454378267764
183,9,14,-7.163723217087908,100,10,Seminar,92.8362767829121,-10.272627316853287,82.5636494660588
184,9,15,-7.163723217087908,100,10,Seminar,92.8362767829121,1.3188625948693211,94.15513937778141
185,9,16,-7.163723217087908,100,10,Seminar,92.8362767829121,-18.626191458001355,74.21008532491074
186,9,17,-7.163723217087908,100,10,Seminar,92.8362767829121,-7.250479815277717,85.58579696763438
187,10,1,-18.40743274630735,100,10,Mentoring,81.59256725369265,-6.250626986302099,85.34194026739056
188,10,2,-18.40743274630735,100,10,Mentoring,81.59256725369265,-14.146004706602563,77.44656254709008
189,10,3,-18.40743274630735,100,10,Mentoring,81.59256725369265,-13.011834886173842,78.5807323675188
190,10,4,-18.40743274630735,100,10,Mentoring,81.59256725369265,-14.846471114408931,76.74609613928372
191,10,5,-18.40743274630735,100,10,Mentoring,81.59256725369265,15.043473592969063,106.63604084666171
192,10,6,-18.40743274630735,100,10,Mentoring,81.59256725369265,28.225846252937423,119.81841350663007
193,10,7,-18.40743274630735,100,10,Mentoring,81.59256725369265,-4.8535750618943245,86.73899219179833
194,10,8,-18.40743274630735,100,10,Mentoring,81.59256725369265,9.797479740098385,101.39004699379103
195,10,9,-18.40743274630735,100,10,Mentoring,81.59256725369265,2.1581604857917975,93.75072773948445
196,10,10,-18.40743274630735,100,10,Mentoring,81.59256725369265,7.305874556262401,98.89844180995505
197,10,11,-18.40743274630735,100,10,Mentoring,81.59256725369265,2.5151350202567606,94.10770227394941
198,10,12,-18.40743274630735,100,10,Mentoring,81.59256725369265,-1.927677199991633,89.66489005370101
199,10,13,-18.40743274630735,100,10,Mentoring,81.59256725369265,-6.227407103655834,85.36516015003681
200,10,14,-18.40743274630735,100,10,Mentoring,81.59256725369265,10.845370963979814,102.43793821767247
201,10,15,-18.40743274630735,100,10,Mentoring,81.59256725369265,-8.50303435154278,83.08953290214987
202,10,16,-18.40743274630735,100,10,Mentoring,81.59256725369265,-19.64086926005428,71.95169799363836
203,10,17,-18.40743274630735,100,10,Mentoring,81.59256725369265,8.806407623159242,100.3989748768519
204,10,18,-18.40743274630735,100,10,Mentoring,81.59256725369265,-12.846527344253529,78.74603990943912
205,10,19,-18.40743274630735,100,10,Mentoring,81.59256725369265,10.177473996422899,101.77004125011555
206,10,20,-18.40743274630735,100,10,Mentoring,81.59256725369265,-11.462932892931699,80.12963436076095
207,10,21,-18.40743274630735,100,10,Mentoring,81.59256725369265,5.078888174000893,96.67145542769354
208,10,22,-18.40743274630735,100,10,Mentoring,81.59256725369265,-9.024231169411594,82.56833608428106
209,10,23,-18.40743274630735,100,10,Mentoring,81.59256725369265,16.97036062523712,108.56292787892977
210,11,1,3.9896960024411254,100,10,Mentoring,103.98969600244112,-6.112689470608672,107.87700653183245
211,11,2,3.9896960024411254,100,10,Mentoring,103.98969600244112,13.135422820478414,127.12511882291953
212,11,3,3.9896960024411254,100,10,Mentoring,103.98969600244112,-0.02156825160386496,113.96812775083725
213,11,4,3.9896960024411254,100,10,Mentoring,103.98969600244112,11.8569219131266,125.84661791556772
214,11,5,3.9896960024411254,100,10,Mentoring,103.98969600244112,-9.644244616408347,104.34545138603278
215,11,6,3.9896960024411254,100,10,Mentoring,103.98969600244112,-2.9646004405904316,111.02509556185069
216,11,7,3.9896960024411254,100,10,Mentoring,103.98969600244112,11.322161271140498,125.31185727358162
217,11,8,3.9896960024411254,100,10,Mentoring,103.98969600244112,-4.084044290950545,109.90565171149058
218,11,9,3.9896960024411254,100,10,Mentoring,103.98969600244112,-18.674776439150655,95.31491956329046
219,11,10,3.9896960024411254,100,10,Mentoring,103.98969600244112,14.8079050231302,128.7976010255713
220,11,11,3.9896960024411254,100,10,Mentoring,103.98969600244112,-19.662412575210876,94.32728342723024
221,11,12,3.9896960024411254,100,10,Mentoring,103.98969600244112,-7.719450153613029,106.2702458488281
222,11,13,3.9896960024411254,100,10,Mentoring,103.98969600244112,-9.006009735003765,104.98368626743735
223,11,14,3.9896960024411254,100,10,Mentoring,103.98969600244112,27.331781478962217,141.32147748140335
224,11,15,3.9896960024411254,100,10,Mentoring,103.98969600244112,18.916675644292617,132.90637164673373
225,11,16,3.9896960024411254,100,10,Mentoring,103.98969600244112,-5.033684534791625,108.95601146764949
226,11,17,3.9896960024411254,100,10,Mentoring,103.98969600244112,15.321232239403809,129.31092824184492
227,11,18,3.9896960024411254,100,10,Mentoring,103.98969600244112,22.60842032474113,136.59811632718225
228,11,19,3.9896960024411254,100,10,Mentoring,103.98969600244112,-3.4300646306891145,110.559631371752
229,11,20,3.9896960024411254,100,10,Mentoring,103.98969600244112,-24.2890084639963,89.700687538444825
230,11,21,3.9896960024411254,100,10,Mentoring,103.98969600244112,-18.084347061285083,95.90534894115603
231,11,22,3.9896960024411254,100,10,Mentoring,103.98969600244112,2.2266928454049446,116.21638884784606
232,12,1,-4.303832316249775,100,10,Mentoring,95.69616768375022,-17.186630835557363,88.50953684819285
233,12,2,-4.303832316249775,100,10,Mentoring,95.69616768375022,9.482322172232301,115.17848985598252
234,12,3,-4.303832316249775,100,10,Mentoring,95.69616768375022,7.845958160256362,113.54212584400658
235,12,4,-4.303832316249775,100,10,Mentoring,95.69616768375022,-9.90900953003647,95.78715815371375
236,12,5,-4.303832316249775,100,10,Mentoring,95.69616768375022,-8.22439396530604,97.47177371844418
237,12,6,-4.303832316249775,100,10,Mentoring,95.69616768375022,9.471672377025506,115.16784006077572
238,12,7,-4.303832316249775,100,10,Mentoring,95.69616768375022,24.45292038512433,130.14908806887456
239,12,8,-4.303832316249775,100,10,Mentoring,95.69616768375022,-1.2576025096538985,104.43856517409633
240,12,9,-4.303832316249775,100,10,Mentoring,95.69616768375022,-4.638958168321087,101.05720951542914
241,12,10,-4.303832316249775,100,10,Mentoring,95.69616768375022,2.6279223833355037,108.32409006708572
242,12,11,-4.303832316249775,100,10,Mentoring,95.69616768375022,-1.0802499659701854,104.61591771778004
243,12,12,-4.303832316249775,100,10,Mentoring,95.69616768375022,7.99168259553463,113.68785027928485
244,12,13,-4.303832316249775,100,10,Mentoring,95.69616768375022,6.983645745975939,112.67981342972615
245,13,1,-13.464107974819166,100,10,Seminar,86.53589202518083,7.641911224640484,94.17780324982131
246,13,2,-13.464107974819166,100,10,Seminar,86.53589202518083,10.87788098234217,97.41377300752299
247,13,3,-13.464107974819166,100,10,Seminar,86.53589202518083,-9.000854124088175,77.53503790109265
248,13,4,-13.464107974819166,100,10,Seminar,86.53589202518083,3.7619911601416165,90.29788318532245
249,13,5,-13.464107974819166,100,10,Seminar,86.53589202518083,-6.342527977739349,80.19336404744148
250,13,6,-13.464107974819166,100,10,Seminar,86.53589202518083,27.316933199496546,113.85282522467737
251,13,7,-13.464107974819166,100,10,Seminar,86.53589202518083,6.357555651357817,92.89344767653864
252,13,8,-13.464107974819166,100,10,Seminar,86.53589202518083,-15.504407403612214,71.03148462156861
253,13,9,-13.464107974819166,100,10,Seminar,86.53589202518083,-9.570282539704156,76.96560948547668
254,13,10,-13.464107974819166,100,10,Seminar,86.53589202518083,12.886718212237472,99.4226102374183
255,13,11,-13.464107974819166,100,10,Seminar,86.53589202518083,-16.135777521054976,70.40011450412585
256,13,12,-13.464107974819166,100,10,Seminar,86.53589202518083,-16.98704036475052,69.5488516604303
257,13,13,-13.464107974819166,100,10,Seminar,86.53589202518083,-43.739351347410974,42.796540677769855
258,13,14,-13.464107974819166,100,10,Seminar,86.53589202518083,19.848028582027627,106.38392060720845
259,13,15,-13.464107974819166,100,10,Seminar,86.53589202518083,-17.957117983497213,68.57877404168362
260,13,16,-13.464107974819166,100,10,Seminar,86.53589202518083,13.074787542171162,99.610679567352
261,13,17,-13.464107974819166,100,10,Seminar,86.53589202518083,25.33331395822517,111.869205983406
262,13,18,-13.464107974819166,100,10,Seminar,86.53589202518083,-6.139950254697534,80.39594177048329
263,13,19,-13.464107974819166,100,10,Seminar,86.53589202518083,-7.106066807565531,79.4298252176153
264,13,20,-13.464107974819166,100,10,Seminar,86.53589202518083,-19.749737840639938,66.78615418454089
265,13,21,-13.464107974819166,100,10,Seminar,86.53589202518083,-19.029913431663665,67.50597859351717
266,13,22,-13.464107974819166,100,10,Seminar,86.53589202518083,2.6385418354134105,89.17443386059423
267,13,23,-13.464107974819166,100,10,Seminar,86.53589202518083,-3.4905831369362943,83.04530888824453
268,13,24,-13.464107974819166,100,10,Seminar,86.53589202518083,14.307888136666334,100.84378016184716
269,13,25,-13.464107974819166,100,10,Seminar,86.53589202518083,-2.0419399929438082,84.49395203223702
270,13,26,-13.464107974819166,100,10,Seminar,86.53589202518083,9.745806354636194,96.28169837981702
271,14,1,-15.416016727268321,100,10,Seminar,84.58398327273167,2.8580118969318473,87.44199516966351
272,14,2,-15.416016727268321,100,10,Seminar,84.58398327273167,-7.907788700932152,76.67619457179951
273,14,3,-15.416016727268321,100,10,Seminar,84.58398327273167,-10.937670890044705,73.64631238268697
274,15,1,27.02872139716694,100,10,Seminar,127.02872139716695,17.007419277705566,144.0361406748725
275,15,2,27.02872139716694,100,10,Seminar,127.02872139716695,19.59881769774964,146.62753909491659
276,15,3,27.02872139716694,100,10,Seminar,127.02872139716695,11.75548047134576,138.7842018685127
277,15,4,27.02872139716694,100,10,Seminar,127.02872139716695,-3.0851046812696774,123.94361671589726
278,15,5,27.02872139716694,100,10,Seminar,127.02872139716695,24.88771269082533,151.9164340879923
279,15,6,27.02872139716694,100,10,Seminar,127.02872139716695,11.735315618474269,138.7640370156412
280,15,7,27.02872139716694,100,10,Seminar,127.02872139716695,5.067100290565324,132.09582168773227
281,15,8,27.02872139716694,100,10,Seminar,127.02872139716695,28.12310645664513,155.15182785381208
282,15,9,27.02872139716694,100,10,Seminar,127.02872139716695,-14.22169720094758,112.80702419621937
283,15,10,27.02872139716694,100,10,Seminar,127.02872139716695,23.866598773264045,150.89532017043098
284,15,11,27.02872139716694,100,10,Seminar,127.02872139716695,12.394635531429529,139.4233569285965
285,15,12,27.02872139716694,100,10,Seminar,127.02872139716695,-2.267641914978893,124.76107948218805
