school_id,Intervention,GPA,Absences,Dropout
4,Treatment,1.2726126632171313,1,0
4,Treatment,2.3076240469584564,1,0
4,Treatment,3.3698470053827645,3,0
4,Treatment,3.648097985203848,2,0
4,Treatment,2.4337200283605447,1,0
4,Treatment,2.1072466889827743,4,0
4,Treatment,3.86855035632125,4,0
4,Treatment,3.596507479376865,1,0
4,Treatment,0.7970688638483129,2,0
4,Treatment,3.7094100018301095,1,0
4,Treatment,3.713635166633801,1,0
4,Treatment,1.7502981607846788,4,0
4,Treatment,3.648743887378318,1,0
4,Treatment,3.747551603065319,1,0
4,Treatment,2.6930716441207023,5,0
4,Treatment,3.4662339457605924,2,0
4,Treatment,2.0771323004135422,4,0
4,Treatment,2.129675993129524,4,0
4,Treatment,2.8834425612037107,2,0
4,Treatment,2.959705419669542,1,0
4,Treatment,1.6516383781175423,6,0
4,Treatment,2.9424668528935776,1,0
4,Treatment,3.8674778330929662,4,0
4,Treatment,1.8894489039502869,5,0
4,Treatment,2.2809316092143885,3,0
4,Treatment,2.4609625402933877,5,0
4,Treatment,3.2489619525695397,1,0
5,Control,0.9611399388365132,4,0
5,Control,3.5623890727231213,2,0
5,Control,3.5709015120262277,0,0
5,Control,3.9855590678640143,1,0
5,Control,2.036634951107718,6,1
5,Control,2.777343762010239,1,0
5,Control,2.7479023283702433,3,0
5,Control,0.4695309174021257,3,0
5,Control,3.882595346531134,1,0
5,Control,2.808491123253388,2,0
5,Control,3.7146268546808217,0,0
5,Control,0.6253901804976209,2,0
5,Control,3.9324212933289022,1,0
5,Control,3.157184036176798,4,0
5,Control,2.18271521176303,3,0
5,Control,1.0045030565902768,3,1
5,Control,1.7257610030094466,3,0
5,Control,2.574217302512085,4,0
5,Control,1.8945243079173817,1,0
5,Control,3.682412475663789,1,0
5,Control,2.5453493992120126,0,0
5,Control,2.9339880541840264,3,0
5,Control,1.85902306353164,3,0
5,Control,2.7508469746327067,5,0
5,Control,2.5069216136585455,4,0
5,Control,3.114002214357089,1,0
5,Control,3.0964857642528885,2,0
5,Control,2.6083330156877453,3,0
5,Control,1.903239022685449,1,0
6,Control,1.1311098551822694,2,0
6,Control,3.607061871247652,2,0
6,Control,0.4335640264958569,8,0
6,Control,2.53537910872074,3,0
6,Control,2.856329243335398,1,0
6,Control,1.1635279683889603,2,0
6,Control,2.796354312768658,2,0
6,Control,3.4340749465566183,1,0
6,Control,3.2080426535471984,3,0
6,Control,3.9340950434665176,1,0
6,Control,2.1375193902124225,2,0
6,Control,3.100544117832901,1,0
6,Control,2.520329778327158,4,0
6,Control,2.6904909647923976,1,0
6,Control,2.3840221025814903,2,0
6,Control,1.4216733985261825,2,0
6,Control,1.9727499684265015,1,0
6,Control,2.027309478646606,4,0
6,Control,3.889320692147987,1,0
6,Control,2.573968498295785,1,0
6,Control,3.0516722518712633,1,0
6,Control,1.6221523175578407,4,0
6,Control,3.4769547741736933,3,0
6,Control,3.358716737458993,0,0
7,Control,3.076862124828089,2,0
7,Control,2.9963580209785627,2,0
7,Control,3.2298904598872022,1,0
7,Control,0.2923349582421783,2,0
7,Control,2.971552798793795,0,0
7,Control,3.1662291574363772,3,0
7,Control,1.86667976054855,5,0
7,Control,2.3720439725726763,2,0
7,Control,1.5642435478225043,1,0
7,Control,3.3122757094992794,1,0
7,Control,3.669202992729832,0,0
7,Control,2.6177501666872436,3,0
7,Control,0.3229324114876744,5,0
7,Control,3.4546353410832693,3,0
7,Control,3.5249154719203992,2,0
7,Control,3.690377098259291,1,0
7,Control,2.607447619254192,3,0
7,Control,1.4285336373362292,2,0
7,Control,2.701087138235964,2,0
7,Control,1.3072146726320073,4,0
7,Control,1.1677223545241835,2,0
7,Control,1.651148889709014,2,0
7,Control,0.9384844180628908,6,0
7,Control,2.793834031673049,1,0
7,Control,3.03247758488455,2,0
7,Control,3.284808141519183,3,0
7,Control,1.8282006691917472,2,0
7,Control,1.3463793838633042,4,0
7,Control,1.2016881570042135,6,0
7,Control,3.140567948731783,0,0
7,Control,1.5479327767339692,7,0
8,Treatment,2.2056342872344414,1,0
8,Treatment,3.507780982046816,0,0
8,Treatment,1.9919404419448743,4,0
8,Treatment,1.855880843752671,1,0
8,Treatment,2.415365567064409,0,0
8,Treatment,1.1223892347251314,5,0
8,Treatment,2.9482345807468726,0,0
8,Treatment,1.210878429077933,6,1
8,Treatment,1.3318245794860122,0,0
8,Treatment,1.0132322296768457,5,0
8,Treatment,1.629868492255102,3,0
8,Treatment,3.2045526067764736,3,0
8,Treatment,1.9035281033434792,4,0
8,Treatment,2.178630033323192,3,0
8,Treatment,3.6583193371596745,2,0
8,Treatment,2.200478493188806,2,0
8,Treatment,1.8060232073697149,5,0
8,Treatment,3.368922187481999,2,0
8,Treatment,2.8075313078644477,2,0
8,Treatment,1.8649335370720752,3,0
8,Treatment,1.5764165151195522,2,0
8,Treatment,1.829283466932927,4,0
8,Treatment,1.0329650590583122,4,1
8,Treatment,0.945494476628332,2,0
8,Treatment,3.81355709312945,0,0
8,Treatment,0.9727537428808914,3,0
8,Treatment,3.3053187632929393,2,0
8,Treatment,2.16058127447668,2,0
9,Treatment,2.907604793091857,2,0
9,Treatment,1.195332645901311,2,0
9,Treatment,3.234762131289847,1,0
9,Treatment,1.5544201314034458,0,0
9,Treatment,2.397114222052629,6,0
9,Treatment,1.7652647295795063,2,0
9,Treatment,1.2907975882536866,3,0
9,Treatment,2.3165560132412546,5,0
9,Treatment,1.2055549386906128,6,0
9,Treatment,3.2377727977177413,3,0
9,Treatment,3.388687911133298,1,0
9,Treatment,2.5423319953246613,0,0
9,Treatment,1.6001015748127128,4,0
9,Treatment,3.2687402135276464,2,0
9,Treatment,3.0164816770854426,3,0
9,Treatment,3.2868351067459827,1,0
9,Treatment,2.8373452065976297,2,0
9,Treatment,1.2624352275130115,5,0
9,Treatment,3.215948950940009,4,0
9,Treatment,2.5972929758269045,3,0
9,Treatment,1.3268557104744276,3,0
9,Treatment,1.6470216707905632,1,0
9,Treatment,3.907464937594413,4,0
9,Treatment,1.626562084146413,5,0
9,Treatment,3.898747961249295,3,0
9,Treatment,1.844574070646485,1,0
9,Treatment,1.274410475201394,3,0
9,Treatment,3.571171548744476,2,0
9,Treatment,2.8689523020203924,1,0
9,Treatment,1.34692834186042,2,0
9,Treatment,2.153655194083004,4,0
9,Treatment,3.9374849887460743,0,0
9,Treatment,2.465945787873343,5,0
9,Treatment,3.15394005488514,1,0
9,Treatment,2.1264103414976967,3,0
9,Treatment,2.144845278929225,2,0
9,Treatment,1.272330687671429,1,0
9,Treatment,3.1127028691592336,1,0
9,Treatment,2.853280019261032,2,0
10,Treatment,1.385908858954105,3,0
10,Treatment,3.3747146043785694,2,0
10,Treatment,2.491979862422945,3,0
10,Treatment,1.803369411279523,5,0
10,Treatment,3.528531347675346,0,0
10,Treatment,3.919914761368488,2,0
10,Treatment,3.102942333622704,5,0
10,Treatment,3.602866089099642,3,0
10,Treatment,0.41451843428997903,5,0
10,Treatment,2.978148230016298,3,0
10,Treatment,2.5997062198580387,4,0
10,Treatment,3.2606545987781614,3,0
10,Treatment,3.2731548399268404,0,0
10,Treatment,2.225089898196379,4,0
10,Treatment,1.9255204519873792,3,0
10,Treatment,1.0486698340226508,3,0
10,Treatment,3.294261252307125,1,0
10,Treatment,1.2933060399034726,7,0
10,Treatment,3.722649643884895,1,0
10,Treatment,2.080450323397256,0,0
10,Treatment,2.246483711514978,4,0
10,Treatment,2.7057751519595934,1,0
10,Treatment,1.7934152311617204,3,0
10,Treatment,2.3416749269189516,3,0
11,Control,1.2038088266705236,1,0
11,Control,1.7905841821489117,3,0
11,Control,3.1353920010262373,2,0
11,Control,1.430627909996915,4,0
11,Control,1.4702779868435292,3,0
11,Control,3.1690434298368246,2,0
11,Control,1.6340112110942366,2,0
11,Control,3.8841378932059687,3,0
11,Control,2.3147516434302893,1,0
11,Control,2.177390227617372,2,0
11,Control,2.341525685862869,3,0
11,Control,3.911779139224433,0,0
11,Control,2.948049843900245,1,0
11,Control,3.58815271925005,1,0
11,Control,2.4802433341830414,3,0
11,Control,1.9487854555759183,1,0
11,Control,3.122106893431031,3,0
11,Control,3.342416668435626,3,0
11,Control,3.974660845850097,4,0
11,Control,2.4045360151851427,3,0
11,Control,1.461098358306018,5,0
11,Control,2.6622613999741462,3,0
11,Control,3.0686455627446345,1,0
11,Control,1.2467423364944428,8,0
11,Control,3.878596202004077,3,0
12,Control,2.8774649785110715,0,0
12,Control,2.881663401812101,3,0
12,Control,2.4693642681836754,3,0
12,Control,0.9057166036941682,5,0
12,Control,3.133508995030104,0,0
12,Control,1.6752436235558397,4,0
12,Control,1.5573324317257065,3,0
12,Control,2.484471393842968,2,0
12,Control,2.757488426616527,3,0
12,Control,1.476841470231811,2,0
12,Control,2.5331751351480025,5,0
12,Control,3.8648419958256466,1,0
12,Control,3.8696349334996856,0,0
12,Control,2.8174018003817345,5,0
12,Control,2.5778293174935403,1,0
12,Control,3.482379200952302,5,0
12,Control,1.9812068196278847,4,0
12,Control,2.2143215529512643,4,0
12,Control,3.482425229438886,1,0
12,Control,0.5854130981242175,6,0
12,Control,2.906737748250008,3,0
12,Control,3.838227349829606,1,0
12,Control,3.756583204791175,3,0
12,Control,2.7688229943729485,4,1
12,Control,1.623911038826613,0,0
12,Control,2.840015686795649,1,0
12,Control,3.8505278979054056,1,0
12,Control,3.516758383238203,1,0
12,Control,2.8767111216199814,3,0
12,Control,3.0950731785119423,0,0
12,Control,3.3060698547912017,4,0
12,Control,2.2448938230097766,0,0
12,Control,3.609256311466684,1,0
12,Control,3.814886930857967,2,0
12,Control,3.4882942332452975,1,0
12,Control,3.260112405198837,0,0
12,Control,1.9430025411854923,6,0
12,Control,3.582313466215601,2,0
12,Control,3.793093559513486,1,0
13,Treatment,2.185183860617235,3,0
13,Treatment,3.9065664979145134,1,0
13,Treatment,1.1565802983372706,4,0
13,Treatment,2.8952525545708943,2,0
13,Treatment,2.78119564719265,7,0
13,Treatment,1.922474141167159,2,0
13,Treatment,2.74162471040014,1,0
13,Treatment,2.8327664370051253,0,0
13,Treatment,2.8257466684736823,5,0
13,Treatment,3.1340512060102137,5,0
13,Treatment,3.015647750872438,2,0
13,Treatment,2.059384115729191,6,0
13,Treatment,3.3401786907730866,1,0
13,Treatment,1.7827338306626883,0,0
13,Treatment,2.6666712750533237,3,0
13,Treatment,3.7984864224245185,3,0
13,Treatment,3.329886421085766,1,0
13,Treatment,3.5625655801356166,0,0
13,Treatment,3.3027111224794896,1,0
13,Treatment,1.2555086572814615,7,0
13,Treatment,2.921386737610245,1,0
13,Treatment,1.6852790461275482,0,0
13,Treatment,2.6984840368438507,2,0
13,Treatment,1.0206515174484962,3,0
13,Treatment,1.3453586630228058,2,0
13,Treatment,2.8623947264790717,3,0
13,Treatment,3.116216430733314,3,0
13,Treatment,3.4210093088121933,1,0
13,Treatment,2.8322762449502132,3,0
13,Treatment,3.15698861349676,0,0
13,Treatment,2.8874666486840437,2,0
13,Treatment,2.8818441759274585,1,0
13,Treatment,3.2338450331491053,1,0
13,Treatment,3.6407283865281,3,0
13,Treatment,2.355993353423754,6,0
13,Treatment,2.7901354538184187,2,0
13,Treatment,2.2848057147010215,2,0
13,Treatment,3.399217295952706,0,0
13,Treatment,3.6355114848862575,1,0
13,Treatment,2.5866809282624743,4,0
13,Treatment,0.6205306967232871,2,0
14,Control,3.746347256995268,3,0
14,Control,3.093593043676433,1,0
14,Control,2.1723035390176424,2,0
14,Control,2.395675813847295,4,0
14,Control,3.3996235291398595,2,0
14,Control,3.337396680365878,4,1
14,Control,2.9559777980463693,1,0
14,Control,3.888834692358909,2,0
14,Control,2.591794777051681,2,0
14,Control,3.524958116264514,3,0
14,Control,1.571700268183482,3,0
14,Control,2.934493293782875,2,0
14,Control,2.8423109937150657,2,1
14,Control,3.221590368170575,8,1
14,Control,3.0968002086289257,3,1
14,Control,3.716365639562338,0,0
14,Control,1.1153391737413707,8,1
14,Control,1.8780889622040255,2,0
14,Control,2.1294591260159694,7,1
14,Control,3.6664595657977137,2,0
14,Control,1.1622831712475343,2,0
14,Control,2.533374014748312,2,0
14,Control,3.848456533434515,1,0
14,Control,3.465866210356067,1,0
14,Control,3.041146194190937,5,0
14,Control,1.7281888814072568,1,0
14,Control,2.222753580196882,4,0
14,Control,1.9532873513802065,1,0
15,Control,2.566000577273418,3,0
15,Control,1.3589057650140035,6,0
15,Control,3.8314170054839938,2,0
15,Control,3.450002604433822,4,1
15,Control,3.2321297659094337,5,0
15,Control,3.607490460882864,1,0
15,Control,3.4170716221428914,2,0
15,Control,2.199041459769416,2,0
15,Control,1.811220895176532,4,0
15,Control,2.1156145952570604,4,0
15,Control,3.288123913689552,4,0
15,Control,1.2630404642077278,4,0
15,Control,3.741918144851137,1,0
15,Control,1.973775634128721,4,0
15,Control,3.57577163081624,1,0
15,Control,2.5965012983146805,3,0
15,Control,3.72210912115096,3,0
15,Control,2.129690869144776,2,0
15,Control,1.7469416639485655,5,0
15,Control,3.120021664232176,4,0
15,Control,3.875983416759559,5,0
15,Control,3.3468747982417932,1,0
15,Control,3.565538238928775,4,0
15,Control,1.8639442083269135,2,0
15,Control,2.4782162062614796,3,0
15,Control,1.5116922516485545,3,0
16,Control,1.992476653873512,3,0
16,Control,3.2082688319814605,2,0
16,Control,2.789272456226955,2,0
16,Control,3.9628767321639766,0,0
16,Control,3.387591089724252,1,0
16,Control,3.1066313597791693,3,0
16,Control,1.1737785482242018,7,0
16,Control,2.451072327333954,2,0
16,Control,3.5436243791394206,2,0
16,Control,2.7531880591800593,2,0
16,Control,2.820625429510589,2,0
16,Control,3.770882574523795,0,0
16,Control,3.623250812884367,0,0
16,Control,3.7371760132045098,1,0
16,Control,3.611380597215233,1,0
16,Control,1.6531218062368145,3,0
16,Control,1.8067555101198367,4,0
16,Control,2.5432806984273335,5,0
16,Control,3.5594714505176364,1,0
16,Control,1.7194358478191305,2,0
16,Control,2.8386133769898816,2,0
16,Control,3.375484943487794,0,0
16,Control,1.8263786117534553,0,0
16,Control,3.4523787669303077,1,0
16,Control,3.403078942241239,1,0
16,Control,2.9391338237605407,0,0
16,Control,2.508194657037067,3,0
16,Control,3.9608848269136625,1,0
16,Control,0.5624143426675048,5,0
17,Control,3.197568177637378,2,0
17,Control,3.0647281008473817,0,0
17,Control,3.452108150070506,1,0
17,Control,2.849903381833446,5,0
17,Control,0.505772752418677,1,0
17,Control,1.587956809738061,3,1
17,Control,0.8795988159330158,4,1
17,Control,2.532029717986562,4,0
17,Control,3.4362123717670707,1,0
17,Control,3.0263082066935176,2,0
17,Control,2.334660079133365,11,0
17,Control,0.946911998578052,3,0
17,Control,1.8762384511848744,3,0
17,Control,3.265997353734364,6,0
17,Control,1.8981728707171517,0,0
17,Control,3.849942627601579,3,0
17,Control,3.763169319970227,0,0
17,Control,3.1358517029628925,5,0
17,Control,3.70900731974103,0,0
17,Control,2.6055024500199977,0,0
17,Control,2.93113505821448,5,0
17,Control,3.675294395189925,1,0
17,Control,1.1711879785902095,4,0
18,Control,2.998462041433524,2,0
18,Control,1.4226165102868056,0,0
18,Control,1.703155911395074,3,0
18,Control,2.973064847254317,2,0
18,Control,3.791120616820132,1,0
18,Control,3.129178084457631,3,0
18,Control,2.209164142492054,3,0
18,Control,1.240879954973496,2,0
18,Control,0.8108642360338554,3,0
18,Control,1.4470955864650423,4,0
18,Control,1.5878286899087546,4,0
18,Control,1.595107223103373,3,0
18,Control,1.930557309158451,7,1
18,Control,2.4634802229888204,3,0
18,Control,3.9595314909594697,1,0
18,Control,1.747320204881974,3,0
18,Control,2.611051257131489,2,0
18,Control,1.9978665557106423,3,0
18,Control,3.745295244514127,1,0
18,Control,1.1949393014386078,3,0
18,Control,3.737450279712906,1,0
18,Control,2.3653154423597207,2,0
18,Control,3.8383212792150823,1,0
18,Control,0.4434363891568141,7,1
18,Control,1.5988415332841686,0,0
18,Control,2.5091927206984423,1,0
18,Control,2.4156156864305447,3,0
18,Control,0.6500456523336874,5,0
18,Control,1.0092037575563635,7,1
18,Control,2.656813699570887,1,0
18,Control,3.181028075618997,2,0
18,Control,3.5668256649764865,2,0
19,Control,2.8787638498199137,3,1
19,Control,2.266849044896566,2,0
19,Control,1.7688869005338312,1,0
19,Control,1.24987958012566,4,1
19,Control,2.4389485893045912,1,0
19,Control,2.2536726007819667,2,1
19,Control,3.086030098500449,1,0
19,Control,1.0155734702482389,5,1
19,Control,2.7319899920084354,2,0
19,Control,3.051792304675223,1,0
19,Control,1.6244152406892245,3,0
19,Control,2.834044032529631,6,1
19,Control,1.8584306911755113,5,1
19,Control,0.8952413254579947,3,0
19,Control,1.5477800915049091,4,1
19,Control,3.121471725750505,1,1
19,Control,3.940210116389785,0,0
19,Control,3.4722043179995152,1,0
19,Control,2.676942162771375,2,0
19,Control,2.0003183012654104,1,0
19,Control,2.42695114933574,1,0
19,Control,0.31912844761576387,3,1
19,Control,3.7822777251953257,3,0
19,Control,2.4076455406716613,3,1
19,Control,1.6363276468977317,5,1
19,Control,2.777854505332329,2,0
19,Control,2.0227899051337603,3,1
19,Control,2.338537107323084,4,1
19,Control,3.866591509149889,2,1
19,Control,1.1266057006341366,3,1
19,Control,0.887651992145,8,1
19,Control,3.739155575654901,1,0
19,Control,3.601819196160662,2,0
20,Treatment,2.2385114705308533,5,0
20,Treatment,1.828060667338001,1,0
20,Treatment,2.538856746020673,3,0
20,Treatment,2.2844849631300375,0,0
20,Treatment,2.359617211532018,1,0
20,Treatment,3.614988233642725,1,0
20,Treatment,1.2130719951791384,7,0
20,Treatment,1.9229769414802012,2,0
20,Treatment,3.0840192101059305,3,0
20,Treatment,2.8291460819893692,2,0
20,Treatment,1.2093383647856282,6,0
20,Treatment,2.455664182958327,2,0
20,Treatment,2.1734442291766127,2,0
20,Treatment,0.95210246728115,2,0
20,Treatment,1.3555720300372545,6,0
20,Treatment,2.027162381828215,4,0
20,Treatment,2.956267822933242,3,0
20,Treatment,3.4219253816623247,2,0
20,Treatment,1.9695577095072712,3,0
20,Treatment,1.9372057095271689,2,0
20,Treatment,1.5169785518514836,5,0
20,Treatment,3.688314258207427,2,0
20,Treatment,3.78357516021684,0,0
20,Treatment,3.221693060077111,3,0
20,Treatment,3.48252105787555,2,0
20,Treatment,3.534706864085581,1,0
20,Treatment,2.6669561124089767,6,0
20,Treatment,2.3162668471058567,6,0
20,Treatment,3.809433364410402,0,0
20,Treatment,1.1630600230646897,8,1
20,Treatment,1.0670354521411949,6,0
20,Treatment,2.6469302539613637,3,0
20,Treatment,1.2439994646875865,4,0
20,Treatment,1.4248746179644427,2,0
20,Treatment,2.733292896038986,4,0
21,Control,3.09095011504427,2,1
21,Control,1.5111902169027245,2,0
21,Control,3.5278640885742676,3,0
21,Control,2.425717181193478,4,0
21,Control,3.8382564734542512,1,0
21,Control,2.5830332365035007,2,1
21,Control,1.267418452815381,4,0
21,Control,2.7939830613167924,2,0
21,Control,3.4205920272468737,3,0
21,Control,2.8294148866368465,1,0
21,Control,3.738792545304325,4,1
21,Control,2.1185387982293635,3,0
21,Control,2.699909664263749,1,0
21,Control,2.677997017614835,1,0
21,Control,1.9734288092324093,4,0
21,Control,3.0542969065402152,4,0
21,Control,0.9075118361358796,6,1
21,Control,3.391799045362692,2,0
21,Control,2.786241657550907,0,0
21,Control,3.7854464596773063,0,0
21,Control,2.659371208918827,2,0
21,Control,1.2695681720340932,2,0
21,Control,1.5186706555885074,6,1
21,Control,2.305155076114786,2,1
21,Control,2.4552016109775865,4,0
21,Control,2.9383341701396972,2,0
21,Control,3.371702196140255,0,0
21,Control,3.0269223028349472,1,1
21,Control,0.9806704223676654,6,1
21,Control,2.2201290855775406,2,0
21,Control,1.6940913508451745,6,1
21,Control,3.257857435504654,2,1
22,Control,3.516716559497264,4,0
22,Control,3.5903362082995955,4,0
22,Control,1.3017677030709085,3,1
22,Control,1.5209621527813395,1,0
22,Control,2.2051682434290116,7,1
22,Control,2.07038346002646,2,0
22,Control,3.3252066338820105,3,0
22,Control,2.8167860731538275,4,0
22,Control,3.221103903002317,1,0
22,Control,3.8632468094459966,1,0
22,Control,3.556588278334064,1,0
22,Control,1.5106732176497153,4,1
22,Control,3.868966603324014,2,0
22,Control,1.0679232240870564,9,1
22,Control,2.2291422018580387,3,0
22,Control,2.12065197848595,1,0
22,Control,0.13001618881024923,3,1
22,Control,2.575964385564992,4,0
23,Treatment,1.9379172816728567,3,0
23,Treatment,3.670279686601937,3,0
23,Treatment,3.0048748663443052,2,0
23,Treatment,1.325135784397378,5,0
23,Treatment,3.866452804536317,3,0
23,Treatment,3.483160348629873,3,0
23,Treatment,1.5783341794838972,4,0
23,Treatment,2.008810383862361,4,0
23,Treatment,3.068576307724423,4,0
23,Treatment,0.6470209888764045,3,0
23,Treatment,3.4359633649843517,3,0
23,Treatment,3.925703830887556,0,0
23,Treatment,1.2297748074850874,7,0
23,Treatment,3.8777810206464993,0,0
23,Treatment,3.8257687958702458,0,0
23,Treatment,2.838923444554556,5,0
23,Treatment,3.377651399923275,2,0
23,Treatment,3.257847410178142,3,0
23,Treatment,2.8334481319723883,4,0
23,Treatment,0.837548197040494,1,0
23,Treatment,2.715734564277453,2,0
23,Treatment,3.973791725531355,5,0
23,Treatment,0.46386670506746713,5,0
23,Treatment,1.1666066658703214,4,0
23,Treatment,2.4735981895028014,3,0
23,Treatment,3.9798811386757182,1,0
23,Treatment,0.982879947170126,3,0
24,Treatment,3.3701966623735364,3,0
24,Treatment,0.41641696168075937,5,0
24,Treatment,1.3252724581207906,1,0
24,Treatment,1.7511521407980395,1,0
24,Treatment,2.426717072782279,3,0
24,Treatment,3.744533589287265,0,0
24,Treatment,3.215926095522761,3,0
24,Treatment,2.385974871630942,0,0
24,Treatment,1.859534961320027,5,0
24,Treatment,1.9296501792399663,1,0
24,Treatment,1.659934899662691,2,0
24,Treatment,2.1220457366002416,4,0
24,Treatment,3.614588695270672,2,0
24,Treatment,3.6778695680130657,1,0
24,Treatment,2.887158036857907,4,0
24,Treatment,1.3306540874507415,6,0
24,Treatment,2.4227480784608617,4,0
24,Treatment,2.1222638920054524,4,0
24,Treatment,3.384107774381208,1,0
24,Treatment,1.5957475359251154,3,0
24,Treatment,3.434688724463207,2,0
24,Treatment,3.9155081811068526,1,0
24,Treatment,2.626724779850213,1,0
24,Treatment,3.690879679360936,3,0
24,Treatment,1.826645596791112,2,0
24,Treatment,2.673046033968943,1,0
24,Treatment,2.5696764239655976,1,0
24,Treatment,3.220514188189807,3,0
24,Treatment,2.4734884250459226,4,0
24,Treatment,2.8321134326106048,4,0
24,Treatment,3.0526274097478536,3,0
24,Treatment,3.932387059753228,2,0
25,Treatment,2.37188671421047,2,0
25,Treatment,2.9542290385115257,3,0
25,Treatment,1.905700817034724,4,0
25,Treatment,2.6467007274807512,6,0
25,Treatment,3.680240867105564,2,0
25,Treatment,3.74821938319864,2,0
25,Treatment,2.344355050312789,5,0
25,Treatment,3.2817685951886397,1,0
25,Treatment,3.77351743713496,4,0
25,Treatment,2.8562821875455784,3,0
25,Treatment,3.4257952085580734,0,0
25,Treatment,3.2573191202678267,4,0
25,Treatment,2.581888445397692,2,0
25,Treatment,2.831198007667981,2,0
25,Treatment,3.997103179668731,2,0
25,Treatment,3.88977698516961,2,0
25,Treatment,3.0219169594498,8,0
25,Treatment,2.5445921009099917,2,0
25,Treatment,3.708890235470058,6,0
25,Treatment,2.212257271386217,1,0
25,Treatment,1.884638563095277,0,0
25,Treatment,0.8816842686862724,4,0
25,Treatment,2.245389281408555,5,0
25,Treatment,3.13971674551222,1,0
25,Treatment,3.619274654001027,0,0
25,Treatment,2.643354055855092,1,0
26,Control,1.091558019577158,3,0
26,Control,3.259196495184258,4,0
26,Control,2.9214346362025685,0,0
26,Control,2.6860955845700287,4,0
26,Control,1.9158250699731176,3,0
26,Control,3.764346038583169,1,0
26,Control,1.7295143409012446,2,0
